INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
50212002	5	2	12	2	Gem1_1_10	1	HÕo ThÕch (C¤p 2)	Bäo ThÕch sáng l¤p lánh, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W ð¬ sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 2#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.	150000	1000	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch M¸ Lñc	2	2004	1
50212003	5	2	12	3	Gem1_1_13	1	Nguy®t Quang ThÕch (C¤p 2)	Bäo ThÕch có màu lam nhÕt, huy«n äo nhß ánh trång, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W ð¬ sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 2#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch M¸ Lñc	4	2004	1
50212004	5	2	12	4	Gem1_2_1	1	Bích TÖ (C¤p 2)	Bäo ThÕch nhi«u màu s£c sÞ di­m l®, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W ð¬ sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 2#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch M¸ Lñc	3	2004	1
50212005	5	2	12	5	Gem1_2_10	1	Thu¥n T¸nh Hoàng Ng÷c (C¤p 2)	Hoàng Ng÷c thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch M¸ Lñc	16	2004	1
50212006	5	2	12	6	Gem1_2_14	1	Thu¥n T¸nh HÕo ThÕch (C¤p 2)	HÕo ThÕch thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch M¸ Lñc	17	2004	1
50212007	5	2	12	7	Gem1_2_11	1	Thu¥n T¸nh DÕ Quang ThÕch (C¤p 2)	Nguy®t Quang ThÕch thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch M¸ Lñc	15	2004	1
50212008	5	2	12	8	Gem1_2_15	1	Thu¥n T¸nh Bích TÖ (C¤p 2)	Bích TÖ thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch M¸ Lñc	14	2004	1
50213001	5	2	13	1	Gem1_1_15	1	Hoàng Bäo ThÕch (C¤p 2)	Hoàng S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	5	2004	1
50213002	5	2	13	2	Gem1_1_16	1	Lam Bäo ThÕch (C¤p 2)	Lam S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	6	2004	1
50213003	5	2	13	3	Gem1_1_7	1	Løc Bäo ThÕch (C¤p 2)	Løc S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	9	2004	1
50213004	5	2	13	4	Gem1_2_2	1	H°ng Bäo ThÕch (C¤p 2)	H°ng S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	10	2004	1
50213005	5	2	13	5	Gem1_2_3	1	H¡c Bäo ThÕch (C¤p 2)	H¡c S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	1	2004	1
50213006	5	2	13	6	Gem1_2_7	1	Huyªt Tinh ThÕch (C¤p 2)	Bäo ThÕch có vân ðö, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	1410	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	13	2004	1
50214001	5	2	14	1	Gem1_1_14	1	T± Mçu Løc (C¤p 2)	Phï thúy cñc ph¦m, màu xanh biªc, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GThiên C½ Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Thiên C½	8	2004	1
50221001	5	2	21	1	Gemjiankang_1	1	Hoàng Minh ThÕch (C¤p 2)	Hoàng S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Th¡ng Lþi	31	2004	1
50221002	5	2	21	2	Gemjiankang_13	1	Lam Minh ThÕch (C¤p 2)	Lam S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Th¡ng Lþi	32	2004	1
50221003	5	2	21	3	Gemjiankang_9	1	H°ng Minh ThÕch (C¤p 2)	H°ng S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Th¡ng Lþi	33	2004	1
50221004	5	2	21	4	Gemjiankang_5	1	Løc Minh ThÕch (C¤p 2)	Løc S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Th¡ng Lþi	34	2004	1
50231001	5	2	31	1	Charm8_6	1	Bång Lam Lßu Vân-Khiên (C¤p 2)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Khiên Bµ Ph¯i SÑc	22	2004	1
50231002	5	2	31	2	Charm7_10	1	TØ Vi Tinh Quang-Khiên (C¤p 2)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Khiên Bµ Ph¯i SÑc	23	2004	1
50231003	5	2	31	3	Charm8_10	1	Thuý Ng÷c Tinh Tr¥n-Khiên (C¤p 2)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Khiên Bµ Ph¯i SÑc	24	2004	1
50231004	5	2	31	4	Charm8_2	1	Tranh Änh Nhß Mµng-Khiên (C¤p 2)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Khiên Bµ Ph¯i SÑc	25	2004	1
50231005	5	2	31	5	Charm7_14	1	Hoa LÕc H°ng Tr¥n-Khiên (C¤p 2)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF33	Khiên Bµ Ph¯i SÑc	26	2004	1
50232001	5	2	32	1	Charm8_6	1	Bång Lam Lßu Vân-Yêu (C¤p 2)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n lßng, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Yêu Bµ Ph¯i SÑc	27	2004	1
50232002	5	2	32	2	Charm7_10	1	TØ Vi Tinh Quang-Yêu (C¤p 2)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n lßng, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF33	Yêu Bµ Ph¯i SÑc	28	2004	1
50232003	5	2	32	3	Charm8_10	1	Thuý Ng÷c Tinh Tr¥n-Yêu (C¤p 2)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n lßng, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Yêu Bµ Ph¯i SÑc	29	2004	1
50232004	5	2	32	4	Charm8_2	1	Tranh Änh Nhß Mµng-Yêu (C¤p 2)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n lßng, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Yêu Bµ Ph¯i SÑc	30	2004	1
