INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
39	39	0	Buff1_7							0	0	0	1	0		強化：外功攻擊
40	40	0	Buff1_8							0	0	0	1	0		強化：內功攻擊
41	41	0	Buff1_9							0	0	0	1	0		強化：外功防禦
42	42	0	Buff1_10							0	0	0	1	0		強化：內功防禦
43	43	0	Buff1_11							0	0	0	1	0		強化：攻擊
44	44	0	Buff1_12							0	0	0	1	0		強化：防禦
45	45	0	Buff1_13							0	0	0	1	0		強化：攻防
46	46	0	Buff1_14							0	0	0	1	0		強化：抗性
47	47	0	Buff1_15							0	0	0	1	0		強化：冰防禦
48	48	0	Buff1_16							0	0	0	1	0		強化：火防禦
49	49	0	Buff2_1							0	0	0	1	0		強化：毒防禦
50	50	0	Buff2_2							0	0	0	1	0		強化：玄防禦
51	51	0	Buff2_3	cw_jieli		头顶状态点				0	0	0	1	0		強化：力量
52	52	0	Buff2_4	cw_ningshen		头顶状态点				0	0	0	1	0		強化：靈氣
53	53	0	Buff2_5	cw_qiangshen		头顶状态点				0	0	0	1	0		強化：體力
54	54	0	Buff2_6	cw_yihun		头顶状态点				0	0	0	1	0		強化：定力
55	55	0	Buff2_7	cw_jiasu		头顶状态点				0	0	0	1	0		強化：身法
56	56	0	Buff2_8							0	0	0	1	0		強化：命中
57	57	0	Buff2_9							0	0	0	1	0		強化：閃避
58	58	0	Buff2_10							0	0	0	1	0		強化：會心
59	59	0	Buff2_11							0	0	0	1	0		強化：血上限
60	60	0	Buff2_12							0	0	0	1	0		增強：外功攻擊
61	61	0	Buff2_13							0	0	0	1	0		增強：內功攻擊
62	62	0	Buff2_14							0	0	0	1	0		增強：外攻防禦
63	63	0	Buff2_15							0	0	0	1	0		增強：內功防禦
64	64	0	Buff2_16							0	0	0	1	0		增強：冰攻擊
65	65	0	Buff3_1							0	0	0	1	0		增強：火攻擊
66	66	0	Buff3_2							0	0	0	1	0		增強：毒攻擊
67	67	0	Buff3_3							0	0	0	1	0		增強：玄攻擊
68	68	0	Buff3_4							0	0	0	1	0		增強：冰防禦
69	69	0	Buff3_5							0	0	0	1	0		增強：火防禦
70	70	0	Buff3_6							0	0	0	1	0		增強：毒防禦
71	71	0	Buff3_7							0	0	0	1	0		增強：玄防禦
72	72	0	Buff3_8							0	0	0	1	0		增強：力量
73	73	0	Buff3_9							0	0	0	1	0		增強：靈氣
74	74	0	Buff3_10							0	0	0	1	0		增強：體力
75	75	0	Buff3_11							0	0	0	1	0		增強：定力
76	76	0	Buff3_12							0	0	0	1	0		增強：身法
77	77	0	Buff3_13							0	0	0	1	0		增強：命中
78	78	0	Buff3_14							0	0	0	1	0		增強：閃避
79	79	0	Buff3_15							0	0	0	1	0		增強：會心
80	80	0	Buff3_16							0	0	0	1	0		增強：血上限
81	81	0	Buff4_1							0	0	0	1	0		抵抗：開膛
82	82	0	Buff4_2							0	0	0	1	0		抵抗：石化
83	83	0	Buff4_3							0	0	0	1	0		抵抗：麻痹
84	84	0	Buff4_4							0	0	0	1	0		抵抗：恐懼
85	85	0	Buff4_5							0	0	0	1	0		抵抗：纏繞
86	86	0	Buff4_6							0	0	0	1	0		抵抗：噬血
87	87	0	Buff4_7							0	0	0	1	0		抵抗：獸毒
88	88	0	Buff4_8							0	0	0	1	0		抵抗：失魂
89	89	0	Buff4_9							0	0	0	1	0		抵抗：就擒
90	90	0	Buff4_10							0	0	0	1	0		抵抗：散功
91	91	0	Buff4_11							0	0	0	1	0		抵抗：圍困
92	92	0	Buff4_12							0	0	0	1	0		抵抗：昏睡
93	93	0	Buff4_13							0	0	0	1	0		抵抗：封穴
94	94	0	Buff4_14							0	0	0	1	0		抵抗：失明
95	95	0	Buff4_15							0	0	0	1	0		抵抗：定身
96	96	0	Buff4_16							0	0	0	1	0		無敵
97	15	0	FightSkillMingJiao_9				buff_hunmi_01		头顶状态点	0	0	0	1	0		地獄火：昏睡，移動不能，操作不能，可被攻擊，可被打醒
98	98	0	FightSkillEMei1_14							0	1	1	0	0		僵硬：技能冷卻時間延長
99	99	0	Buff5_1							0	0	0	1	0		初級隱身
100	100	0	FightSkillShaoLin1_4				g01_buff10		脚下光圈点	0	0	0	1	0		一葦渡江：增加移動速度
101	21	0	FightSkillShaoLin1_5	g01_sl_zdo_nianhuazhi_01	Skills\Sl\Sl_拈花指_散功.wav	身体受击点	buff_sangong_01		脚下光圈点	0	1	1	0	0		拈花指：散功，可以移動，但無法使用任何技能
102	102	0	FightSkillShaoLin1_6		Skills\Sl\Sl_罗汉阵_效果.wav					0	0	0	1	0		羅漢陣：增加外功防禦
103	103	0	FightSkillShaoLin1_9				g01_buff5		身体中心点	0	0	0	1	0		禮敬如來：反射傷害
104	104	0	FightSkillShaoLin1_15							0	0	0	1	0		般若掌：強化外功防禦
105	105	0	FightSkillShaoLin1_12							0	0	0	1	0		鐵布衫：提高怒氣轉換和抗性
106	106	0	FightSkillShaoLin1_13				g01_buff109		身体中心点	0	0	0	1	0		百无禁忌：对不良效果免疫。高于自己心法等级的不良效果无法免疫。
107	23	0	FightSkillShaoLin1_15				g01_buff100		脚下光圈点	0	1	1	0	0		一拍兩散：僵硬，移動速度減慢
108	105	0	FightSkillShaoLin1_16							0	0	0	1	0		韋陀杵：攻擊傷害放大
109	109	0	FightSkillShaoLin2_1							0	0	0	1	0		氣貫長虹：增加會心
110	110	0	FightSkillShaoLin2_3	g01_sl_zdo_mingjingtai_01		身体受击点				0	0	0	1	0		明鏡臺：免疫失明
111	111	0	FightSkillShaoLin2_4				g01_buff7		身体中心点	0	0	0	1	0		金剛不壞體：傷害減免
112	100	0	FightSkillMingJiao_4				g01_buff45_01		脚下光圈点	0	0	0	1	0		葵花逐日：增加移動速度
113	13	0	FightSkillMingJiao_5	all_bj0000		身体受击点	buff_fengxue_01		身体受击点	0	1	1	0	0		葵花點穴手：封穴，移動不能，操作不能，可被攻擊，無法被打醒
114	114	0	FightSkillMingJiao_6							0	0	0	1	0		葵花向陽：增加外功攻擊
115	115	0	FightSkillMingJiao_7				g01_buff8		脚下光圈点	0	0	0	1	0		怒髮衝冠：狂暴狀態，犧牲防禦加強外功攻擊
116	116	0	FightSkillMingJiao_8	g01_mj_zdo_huiguangfanzhao		头顶状态点				0	0	0	1	0		李代桃僵：死後能夠復活
117	117	0	FightSkillMingJiao_12							0	0	0	1	0		水神下凡：防禦狀態，提高怒氣轉換率，此狀態下有幾率使目標進入破綻狀態
118	117	0	FightSkillMingJiao_16							0	0	0	1	0		火神下凡：攻擊狀態，提高命中和會心
119	119	0	FightSkillMingJiao1_3				g01_buff18		身体受击点	0	0	0	1	0		坐地求全：免疫散功
120	120	0	FightSkillMingJiao_15							0	0	0	1	0		月夜斬：外功攻擊增加
121	121	0	FightSkillMingJiao1_4				g01_mj_无中生		身体中心点	0	0	0	1	0		無中生有：攻擊無視對方防禦
122	100	0	FightSkillGaiBang1_4				g01_buff10		脚下光圈点	0	0	0	1	0		八步趕蟾：增加移動速度
123	21	0	FightSkillGaiBang1_5	g01_gb_zdo_qianlongwuyong		身体受击点	buff_sangong_01		脚下光圈点	0	1	1	0	0		雪泥鴻爪：散功，可以移動，但無法使用任何技能
124	124	0	FightSkillGaiBang1_6	g01_gb_buff113_01		脚下光圈点				0	0	0	1	0		粘衣十八跌：增加閃避
125	17	0	FightSkillGaiBang1_8				g01_gb_buff101		头顶状态点	0	1	1	0	0		潛龍勿用：失明狀態下不可以做任何操作，但會在一定區域內隨機移動，可被攻擊
126	126	0	FightSkillGaiBang1_12							0	0	0	1	0		擒龍式：防禦狀態，獲得怒氣速度增加，此狀態下攻擊有幾率虛弱目標的命中
127	126	0	FightSkillGaiBang1_16							0	0	0	1	0		控鶴式：攻擊狀態，獲得三段連擊的能力，技能暴擊有幾率獲得兩個連擊段
128	128	0	FightSkillGaiBang_1				g01_gb_zhanlongjue_2		身体受击点	0	0	0	1	0		履霜冰至：攻擊所造成的效果加倍
129	129	0	FightSkillGaiBang1_9							0	0	0	1	0		見龍在田：上毒狀態，使攻擊目標中毒
130	130	0	FightSkillGaiBang_3							0	0	0	1	0		神龍擺尾：免疫昏睡、定身
131	131	0	FightSkillGaiBang_4				g01_gb_buff114_01		身体中心点	0	0	0	1	0		龍戰於野：增加閃避
132	23	0	FightSkillWuDang1_4	g01_yanggetianjun		身体受击点	g01_buff116		脚下光圈点	0	1	1	0	0		三環套月：僵硬，降低移動速度
133	15	0	FightSkillWuDang1_5				buff_hunmi_01		头顶状态点	0	1	1	0	0		攬雀尾：昏睡，移動不能，操作不能，可被攻擊，可被打醒
134	134	0	FightSkillWuDang1_6							0	0	0	1	0		天罡北斗陣：加氣上限
135	135	0	FightSkillWuDang1_3				g01_wd_zhenwuqijiezhen_01		身体受击点	0	0	1	0	1	左武器绑定点	兩儀劍：持續攻擊
136	136	0	FightSkillWuDang1_8				g01_wd_zhinanzhen_01		身体受击点	0	0	1	0	1	左武器绑定点	如封似閉：封印，無法移動，無法施放門派技能
137	137	0	FightSkillWuDang1_12							0	0	0	1	0		挑簾式：防禦狀態，提高怒氣轉換率，此狀態下攻擊有幾率恢復自己的氣
138	138	0	FightSkillWuDang1_13				g01_buff118		身体中心点	0	0	0	1	0		流星趕月：該狀態下能用自身的氣抵消部分血傷害
139	19	0	FightSkillWuDang1_15				g01_buff38		头顶状态点	0	1	1	0	0		玉女穿梭：定身，移動不能
140	137	0	FightSkillWuDang1_16							0	0	0	1	0		斜飛式：攻擊狀態，增加會心
141	141	0	FightSkillWuDang2_1				g01_buff119		头顶状态点	0	0	0	1	0		白鶴亮翅：擴大技能的消耗和傷害
142	142	0	FightSkillWuDang2_3				g01_buff5_01		身体受击点	0	0	0	0	0		無懈可擊：免疫封穴
143	143	0	FightSkillEMei1_4	all_em_bj00000		身体受击点	g01_em_piaoxuechuanyun_lx		身体受击点	0	0	1	0	1	左武器绑定点	金頂綿掌：使目標持續受到傷害
144	17	0	FightSkillEMei1_5				g01_em_buff38		头顶状态点	0	0	0	1	0		月落西山：失明，無法控制，隨機移動
145	145	0	FightSkillEMei1_9				g01_em_jq_zdo_菩提护体		身体中心点	0	0	0	1	0		延年益壽：護體，吸收所受傷害
146	146	0	FightSkillEMei1_11	g01_em_sf_zdo_回心诀		身体受击点				0	0	0	1	0		回天術：持續回復血
147	147	0	FightSkillEMei1_12							0	0	0	1	0		絕劍式：防禦狀態，怒氣轉換率增強，此狀態下沖虛養氣的施法時間減少一半
148	147	0	FightSkillEMei1_16							0	0	0	1	0		滅劍式：攻擊狀態，此狀態下攻擊有幾率降低目標的血、氣上限
149	149	0	FightSkillEMei2_3							0	0	0	1	0		行屍走肉：免疫圍困、定身
150	150	0	FightSkillEMei2_4				g01_buff118_01		身体受击点	0	0	0	1	0		呆若木雞：狀態，無敵，但是無法使用門派技能
151	151	0	FightSkillEMei2_1							0	0	0	1	0		斬情訣：狀態，減少聚氣時間
152	23	0	FightSkillXinXiu1_4	g01_xx_sf_zdo_蝎尾针		身体受击点	g01_xx_sf_zt_蝎尾针		脚下光圈点	0	1	1	0	0		蠍尾針：僵硬，移動速度減慢
153	17	0	FightSkillXinXiu1_5				buff_shiming_01		头顶状态点	0	1	1	0	0		毒蟾功：失明，無法控制，隨機移動
154	154	0	FightSkillXinXiu1_6	g01_xx_buff_wugongzhen		身体受击点				0	0	0	1	0		蜈蚣陣：增加內功防禦
155	155	0	FightSkillXinXiu1_7				g01_xx_lx_shixueyixiao		身体受击点	0	0	1	0	1	左武器绑定点	笑裏藏刀：吸血
156	116	0	FightSkillXinXiu1_9	g01_xx_hanxiaojiuquan		身体受击点				0	0	0	1	0		含笑九泉：死後復活
157	37	0	FightSkillXinXiu1_8				g01_buff100		身体受击点	0	1	1	0	0		笑裏藏刀：虛弱所有屬性
158	158	0	FightSkillXinXiu1_8							0	0	0	1	0		談笑自若：引導不被打斷
159	159	0	FightSkillXinXiu1_12							0	0	0	1	0		木遁：防禦狀態，怒氣轉換率增強，HP上限增加
160	160	0	FightSkillXinXiu1_13				g01_xx_yd_huachenwuxing_01		身体受击点	0	0	1	0	1	左武器绑定点	指鹿為馬：持續吸怒
161	161	0	FightSkillXinXiu1_16							0	0	0	1	0		水遁：攻擊狀態，詛咒被攻擊者
162	33	0	FightSkillXinXiu2_2							0	1	1	0	0		化血綿掌：虛弱血上限
163	163	0	FightSkillXinXiu2_3							0	0	0	1	0		金石俱焚：免疫圍困、昏睡
164	100	0	FightSkillDaLi_4				g01_buff10		脚下光圈点	0	0	0	1	0		銜枚疾走：增加移動速度
165	136	0	FightSkillDaLi_5	g01_dl_zdo_bamenjinsuo		身体受击点	buff_dingshen		身体受击点	0	0	1	0	0		八門金鎖：封印，無法移動，無法施放門派技能
166	166	0	FightSkillDaLi_6				g01_dl_zdo_shaoyangjian		身体受击点	0	0	0	1	0		以逸待勞：增加命中
167	167	0	FightSkillDaLi_7	g01_dl_zdo_zhidianjiangshan		头顶状态点	g01_buff40		头顶状态点	0	0	1	0	0		指點江山：標記，被標記者受傷害增加
168	168	0	FightSkillDaLi_8							0	0	0	1	0		天罡正氣：增加所有抗性
169	21	0	FightSkillDaLi_11				buff_sangong_01		脚下光圈点	0	0	1	0	0		欲擒故縱：散功，無法釋放門派技能
170	13	0	FightSkillDaLi_15				buff_fengxue_01		身体受击点	0	0	1	0	0		雪擁藍關：封穴，移動不能，操作不能
171	171	0	FightSkillDaLi_12							0	0	0	1	0		截拳式：防禦狀態，怒氣轉換率增強，防禦增加
172	172	0	FightSkillDaLi_16							0	0	0	1	0		破劍式：攻擊狀態，一定幾率使目標出現破綻，發功持續時間降低
173	173	0	FightSkillDaLi1_1							0	0	0	1	0		金玉滿堂：增加會心
174	100	0	FightSkillTianShan_4				g01_buff10_01		脚下光圈点	0	0	0	1	0		白駒過隙：移動速度增加
175	19	0	FightSkillTianShan_5	g01_buff42_01		身体受击点				0	1	1	0	0		鐵鎖橫江：定身，移動不能
176	99	0	FightSkillTianShan_6							0	0	0	1	0		十面埋伏：隱身
177	99	0	FightSkillTianShan_7							0	0	0	1	0		金蟬脫殼：隱身
178	178	0	FightSkillTianShan_8							0	0	0	1	0		移花接木：在此狀態下攻擊攜帶範圍傷害效果
179	179	0	FightSkillTianShan_11							0	0	0	1	0		雪花六出：增加會心
180	99	0	FightSkillTianShan_13							0	0	0	1	0		踏雪无痕：隐身
181	23	0	FightSkillTianShan_15				g01_buff100		脚下光圈点	0	0	1	0	0		梅花三弄：僵硬，移動速度減慢
182	182	0	FightSkillTianShan1_4				g01_ts_buff_yangguansandie		身体受击点	0	0	0	1	0		陽關三疊：增加會心
183	183	0	FightSkillTianShan_16							0	0	0	1	0		折梅式：攻擊姿態，增加命中
184	13	0	FightSkillTianShan_9	g01_ts_zdo_renwowuxiang		身体受击点	g01_buff38		头顶状态点	0	1	1	0	0		蘭花點穴手：封穴，移動不能，操作不能，可被攻擊，無法被打醒
185	185	0	FightSkillTianShan_12							0	0	0	1	0		融雪式：防禦狀態，怒氣轉換率增強，閃避增加
186	186	0	FightSkillXiaoYao_2							1	0	0	0	0		放置陷阱
187	100	0	FightSkillXiaoYao_4				g01_buff10		脚下光圈点	0	0	0	1	0		淩波微步：增加移動速度
188	11	0	FightSkillXiaoYao_5		Skills\Xy\Xy_画地为牢_击中.wav		g01_xy_sf_zdo_画地为牢		脚下光圈点	0	1	1	0	0		畫地為牢：圍困，移動不能，操作不能，無敵狀態，不可被攻擊
189	189	0	FightSkillXiaoYao_6	g01_xy_jq_zdo_黄金甲		身体受击点				0	0	0	1	0		雲體風身：增加會心
190	190	0	FightSkillXiaoYao_8							0	0	0	1	0		火眼金睛：加強偵測陷阱的能力
191	191	0	FightSkillTianShan1_3							0	1	0	1	0		陽春白雪：免疫失明
192	192	0	FightSkillXiaoYao_16							0	0	0	1	0		洛神圖：攻擊狀態，陷阱附加灼燒效果
193	193	0	FightSkillXiaoYao1_1				g01_xy_sf_zt_江行初雪		脚下光圈点	0	0	0	1	0		江行初雪：減少擺放誅仙陣陷阱的聚氣時間
194	194	0	FightSkillXiaoYao1_3							0	0	0	1	0		波瀾不驚：免疫散功
195	21	0	FightSkillXiaoYao1_4	g01_xy_sf_zdo_排山倒海		身体受击点	buff_sangong_01		脚下光圈点	0	0	0	1	0		驚濤駭浪：散功，無法使用門派技能
196	192	0	FightSkillXiaoYao_12							0	0	0	1	0		大風歌：防禦狀態，怒氣轉換率增強，有幾率使攻擊目標進入僵硬狀態，移動速度降低
197	197	0	FightSkillDaLi1_3							0	0	0	1	0		非枯非榮：免疫散功、封穴
198	198	0	FightSkillDaLi1_4				g01_buff115		头顶状态点	0	0	0	1	0		百步穿楊：技能必中
199	199	0	FightSkillEMei1_2	g01_em_zd_jiuyingshehun		身体受击点	g01_em_buff40		头顶状态点	0	0	0	0	0		昭君出塞：標記，使目標被峨嵋派技能攻擊所受傷害放大
200	200	0	Buff5_2	g01_lidaitaojiang		身体受击点				0	0	0	1	0		心心相印：增加體力
201	201	0	Buff5_3	g01_lidaitaojiang		身体受击点				0	0	0	1	0		不離不棄：增加攻擊
202	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点				0	0	0	1	0		師門關懷：增加外功防禦
203	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点				0	0	0	1	0		師門關懷：增加外功攻擊
204	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点				0	0	0	1	0		師門關懷：增加閃避
205	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点				0	0	0	1	0		師門關懷：增加內功攻擊
206	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点				0	0	0	1	0		師門關懷：增加血上限
207	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点				0	0	0	1	0		師門關懷：增加內功防禦
208	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点				0	0	0	1	0		師門關懷：增加命中
209	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点				0	0	0	1	0		師門關懷：增加抗性
210	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点				0	0	0	1	0		師門關懷：增加會心
211	211	0	Buff5_5							0	0	0	0	0		和平：無法攻擊且對攻擊免疫
212	212	0	OtherTools2_14				g01_buff38		头顶状态点	0	0	0	0	0		困惑：無法攻擊，無法移動，受到攻擊不會蘇醒
213	213	0	FightSkillDaLi_5		Character\Npc\chess_boss_1.wav		g01_buff38		头顶状态点	0	0	0	0	0		封印：無法操作，可以被打醒
214	99	0	MenpaiLiveSkill2_10							0	0	0	1	0		柳暗花明：隱身，移動速度減少20%，受到傷害或使用技能即會現身
215	1500	0	Huodong_14							0	0	0	0	0		參加愚人節活動：增加體力、力量、靈氣、定力、身法各5點。
216	1501	0	taiwanzhuanyong2_10							0	0	0	0	0		天龍向前衝：增加體力、力量、靈氣、定力、身法各5點。
217	1502	0	taiwanzhuanyong2_12							0	0	0	0	0		幸運快活三：增加體力、力量、靈氣、定力、身法各15點
218	1503	0	taiwanzhuanyong2_13	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新红光环		身体中心点	0	0	0	1	0		天龍周年慶：大幅增加內功攻擊、外功攻擊
222	222	0	MenpaiLiveSkill2_7							0	0	0	1	0		打坐：持續恢復血氣
223	223	0	Buff5_6							0	0	0	1	0		漕運援助：增加外攻
224	224	0	Buff5_6							0	0	0	1	0		漕運援助：增加外防
225	225	0	Buff5_6							0	0	0	1	0		漕運援助：增加內攻
226	226	0	Buff5_6							0	0	0	1	0		漕運援助：增加內防
227	227	0	Buff5_6							0	0	0	1	0		漕運援助：增加移動速度
228	228	0	Buff5_6							0	0	0	1	0		漕運援助：50%幾率不會遇怪
229	228	0	Buff5_6							0	0	0	1	0		漕運援助：100%幾率不會遇怪
230	230	0	Bag2_1							0	0	0	0	0		實物：免疫不良效果
231	13	0	FightSkillTianShan1_5	all_bj0000		身体受击点	buff_fengxue_01		身体受击点	0	1	1	0	0		同生共死：封穴，移動不能，操作不能，可被攻擊，無法被打醒
232	232	0	FightSkillMingJiao_5	all_bj0000		身体受击点	buff_fengxue_01		身体受击点	0	1	1	0	0		棒打狗頭：封穴，移動不能，操作不能，可被攻擊，無法被打醒
233	233	0	Banner1_8				go1_爱神之箭_buff_01		身体受击点	0	0	0	1	0		愛神之吻：真情的見證，和異性組隊去洛陽的丘碧特處兌換獎勵
234	234	0	Buff9_16							0	0	0	1	0		穿透：忽略目标玄抗15点
235	235	0	Buff9_16							0	0	0	1	0		穿透：忽略目标玄抗25点
236	236	0	Buff9_14							0	0	0	1	0		穿透：忽略目标火抗15点
237	237	0	Buff9_14							0	0	0	1	0		穿透：忽略目标火抗25点
238	238	0	Buff9_15							0	0	0	1	0		穿透：忽略目标毒抗15点
239	239	0	Buff9_15							0	0	0	1	0		穿透：忽略目标毒抗25点
240	240	0	Buff8_16							0	0	0	1	0		穿透：忽略目标冰抗15点
241	241	0	Buff8_16							0	0	0	1	0		穿透：忽略目标冰抗25点
242	242	0	Huodong_2_13				新蓝光环		身体受击点	0	0	0	1	0		门派年货大采购：体力、力量、灵气、定力、身法各增加15点
243	243	0	Ring5_11				buff_夫妻戒指01		身体受击点	0	0	0	1	0		永恒钻戒：被祝福过的，体力、力量、灵气、定力、身法各增加10点
244	244	0	Buff10_1				buff_珍珑之光		身体受击点							珍瓏之光：體力、力量、靈氣、定力、身法各增加8點
245	245	0	TaskTools3_3							0	0	0	1	0		复活保护：无敌，使用技能后保护消失
251	99	0	RideHeader1_13		interface\sound_tiger.wav					0	0	0	1	0		坐騎：虎
252	99	0	RideHeader1_1		interface\sound_horse.wav					0	0	0	1	0		坐騎：黃驃馬
253	99	0	RideHeader1_11		interface\35.wav					0	0	0	1	0		坐騎：駱駝
254	99	0	RideHeader2_2		interface\32.wav					0	0	0	1	0		坐騎：鶴
255	99	0	RideHeader1_16		interface\33.wav					0	0	0	1	0		坐騎：青鳳
256	99	0	RideHeader1_3		interface\34.wav					0	0	0	1	0		坐騎：犛牛
257	99	0	RideHeader1_5		interface\31.wav					0	0	0	1	0		坐騎：鹿
258	99	0	RideHeader1_9		interface\36.wav					0	0	0	1	0		坐騎：雕
259	99	0	RideHeader1_7		interface\30.wav					0	0	0	1	0		坐騎：灰狼
260	99	0	RideHeader1_14		interface\sound_tiger.wav					0	0	0	1	0		坐騎：白虎
261	99	0	RideHeader1_2		interface\sound_horse.wav					0	0	0	1	0		坐騎：青白驄馬
262	99	0	RideHeader1_12		interface\35.wav					0	0	0	1	0		坐騎：白駱駝
263	99	0	RideHeader2_1		interface\32.wav					0	0	0	1	0		坐騎：金翼鶴
264	99	0	RideHeader1_15		interface\33.wav					0	0	0	1	0		坐騎：紅白鳳
265	99	0	RideHeader1_4		interface\34.wav					0	0	0	1	0		坐騎：白犛牛
266	99	0	RideHeader1_6		interface\31.wav					0	0	0	1	0		坐騎：白鹿
267	99	0	RideHeader1_10		interface\36.wav					0	0	0	1	0		坐騎：白雕
268	99	0	RideHeader1_8		interface\30.wav					0	0	0	1	0		坐騎：白狼
269	269	0	Buff5_9	g01_buff108		脚下光圈点				0	0	0	1	0		變身
270	270	0	Buff5_10							0	0	0	1	0		重生：該狀態下死後自動復活
271	271	0	Buff5_7							1	0	0	0	0		運輸狀態：無法隱身、回城和騎乘
272	272	0	Buff5_8							0	0	0	0	0		漕運強盜：識破隱身能力很強、移動速度很快
273	273	0	Buff5_11							0	0	0	1	0		魚餌：蚯蚓，提高釣魚速度
